Origin Country,Destination Country,Intermediate Nodes,Transaction Type,Transaction Currency,Tax Treaty Applicable,Tax Evasion Risk Index
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.56705182465089
Germany,China,Hong Kong,Royalty,EUR,No,56.14395630844456
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.2411380700781
UK,China,Singapore,Acquisition,GBP,Yes,13.470691987717085
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.23526245371403
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.512030726431476
USA,South Africa,Ireland,Dividend,USD,Yes,29.992892259687128
USA,South Africa,Ireland,Dividend,USD,Yes,29.096025066628506
UK,China,Singapore,Acquisition,GBP,Yes,16.1353045432895
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.670999057054324
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.28071192179294
UK,China,Singapore,Acquisition,GBP,Yes,14.260751678975423
UK,China,Singapore,Acquisition,GBP,Yes,14.265889284755955
USA,South Africa,Ireland,Dividend,USD,Yes,30.824259781659844
France,South Africa,Mauritius,Royalty,EUR,No,54.98755050082361
UK,India,Singapore,Investment,GBP,Yes,36.51338981906271
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,42.41517550330501
Germany,China,Hong Kong,Royalty,EUR,No,54.11376909496797
Germany,China,Hong Kong,Royalty,EUR,No,55.208990261026294
UK,China,Singapore,Acquisition,GBP,Yes,14.814888527683507
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.07529161639615
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.36813788508545
USA,South Africa,Ireland,Dividend,USD,Yes,28.06598858409221
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.53412263189801
Canada,China,Hong Kong,Acquisition,CAD,No,65.20181282620922
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.789766176151428
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.85589590621047
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.489882447197793
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.65310330022987
Switzerland,Brazil,Singapore,Investment,CHF,No,50.625947758670904
France,USA,Ireland,Acquisition,EUR,Yes,20.31909715716168
Germany,China,Hong Kong,Royalty,EUR,No,54.154701276585996
Germany,China,Hong Kong,Royalty,EUR,No,55.90487918384614
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.40035771496563
France,USA,Ireland,Acquisition,EUR,Yes,19.4829723912496
Switzerland,Brazil,Singapore,Investment,CHF,No,48.199075154697574
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.75492068277242
UK,India,Singapore,Investment,GBP,Yes,36.56075723446377
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.100618701194186
USA,UK,Ireland,Acquisition,USD,Yes,11.148487617072155
Japan,India,Singapore,Royalty,JPY,No,51.71217922410242
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.898444284425945
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.823081666170033
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.64270523385154
Switzerland,Brazil,Singapore,Investment,CHF,No,50.33226415331679
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.29500805248465
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.94088519141728
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.62828652034951
France,USA,Ireland,Acquisition,EUR,Yes,21.90472878516332
USA,South Africa,Ireland,Dividend,USD,Yes,29.79043890878771
UK,India,Singapore,Investment,GBP,Yes,32.936762731187386
USA,South Africa,Ireland,Dividend,USD,Yes,29.880427158561766
USA,South Africa,Ireland,Dividend,USD,Yes,29.51742604918208
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.89864666768204
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.921371658373594
Netherlands,India,Mauritius,Royalty,EUR,Yes,22.617562697574463
France,South Africa,Mauritius,Royalty,EUR,No,54.4092367403192
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.937565845313816
UK,China,Hong Kong,Intercompany Loan,GBP,No,63.742519190365144
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.08739222869211
Japan,India,Singapore,Royalty,JPY,No,49.62978788291656
USA,South Africa,Ireland,Dividend,USD,Yes,31.575105835417137
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.62345783776543
Switzerland,Brazil,Singapore,Investment,CHF,No,51.93342539490491
UK,China,Singapore,Acquisition,GBP,Yes,14.941920883544867
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.242210938337003
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.12315973817128
France,USA,Ireland,Acquisition,EUR,Yes,18.826906963223774
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.590560158262413
Germany,China,Hong Kong,Royalty,EUR,No,53.92565217832918
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,59.34157999391992
Japan,India,Singapore,Royalty,JPY,No,50.30095295500632
France,South Africa,Mauritius,Royalty,EUR,No,54.98368765746771
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.71357707419838
UK,India,Singapore,Investment,GBP,Yes,32.99885901435361
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.60557427192421
Japan,India,Singapore,Royalty,JPY,No,49.19028050117296
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.79095695675526
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.29374973203964
UK,India,Singapore,Investment,GBP,Yes,35.069039713970994
Switzerland,Brazil,Singapore,Investment,CHF,No,50.33000496361655
Switzerland,Brazil,Singapore,Investment,CHF,No,52.071272178332194
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.650637810336036
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.961723171026723
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.91064044461229
Germany,China,Hong Kong,Royalty,EUR,No,54.739764503330775
Germany,China,Hong Kong,Royalty,EUR,No,54.846495262387165
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.46316765995843
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,38.18051200014502
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.17029281521489
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.67373477296421
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.729492537931964
Japan,India,Singapore,Royalty,JPY,No,50.00345978578903
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.249190049000962
Canada,China,Hong Kong,Acquisition,CAD,No,64.82488687282878
France,USA,Ireland,Acquisition,EUR,Yes,21.519992435826634
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.65978945955251
Germany,China,Hong Kong,Royalty,EUR,No,56.14854637628885
Germany,China,Hong Kong,Royalty,EUR,No,54.583019684872404
USA,UK,Ireland,Acquisition,USD,Yes,10.908337516024076
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,30.223239788468867
Switzerland,Brazil,Singapore,Investment,CHF,No,50.478671166361764
UK,China,Singapore,Acquisition,GBP,Yes,14.745996838794401
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.44078806048272
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Japan,India,Singapore,Royalty,JPY,No,52.40013929935142
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.547102041403928
Netherlands,India,Mauritius,Royalty,EUR,Yes,21.133332561841982
UK,China,Singapore,Acquisition,GBP,Yes,16.510256529413564
France,USA,Ireland,Acquisition,EUR,Yes,19.351901158920214
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.09165953637385
Germany,China,Hong Kong,Royalty,EUR,No,55.47710346340638
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.37474829010033
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
UK,China,Hong Kong,Intercompany Loan,GBP,No,66.33987995581658
France,USA,Ireland,Acquisition,EUR,Yes,21.170323358163774
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
USA,UK,Ireland,Acquisition,USD,Yes,10.0
UK,China,Singapore,Acquisition,GBP,Yes,15.889412249100523
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.11516622177993
UK,India,Singapore,Investment,GBP,Yes,35.88278004544062
UK,China,Singapore,Acquisition,GBP,Yes,15.11575553118796
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.863802089539924
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.42407237966633
USA,UK,Ireland,Acquisition,USD,Yes,10.98749081364048
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.756883769027553
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,26.245730467423343
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.934101343784068
Germany,China,Hong Kong,Royalty,EUR,No,57.662824949981925
Canada,China,Hong Kong,Acquisition,CAD,No,65.50329749561084
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
USA,UK,Ireland,Acquisition,USD,Yes,10.0
France,South Africa,Mauritius,Royalty,EUR,No,52.82580957878316
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.886812580757837
Switzerland,Brazil,Singapore,Investment,CHF,No,50.83622136355618
UK,India,Singapore,Investment,GBP,Yes,33.72285025407861
UK,China,Singapore,Acquisition,GBP,Yes,16.159722788040785
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.256468509676935
USA,South Africa,Ireland,Dividend,USD,Yes,29.77261222172711
USA,UK,Ireland,Acquisition,USD,Yes,10.0
Switzerland,Brazil,Singapore,Investment,CHF,No,48.905557505825925
Japan,India,Singapore,Royalty,JPY,No,50.240727880276935
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.93023937493047
UK,China,Hong Kong,Intercompany Loan,GBP,No,65.56381463837037
UK,China,Singapore,Acquisition,GBP,Yes,15.545630261555338
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.326820622140385
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.868575564416751
Canada,China,Hong Kong,Acquisition,CAD,No,65.58209287391755
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.274183789299215
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.65109019955344
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.45901651588075
USA,South Africa,Ireland,Dividend,USD,Yes,30.010626034449984
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.384943673621567
France,South Africa,Mauritius,Royalty,EUR,No,54.19071774687567
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.015365290969473
Japan,India,Singapore,Royalty,JPY,No,48.58556776662999
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.950515244831603
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.875696627391147
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.950061092936584
France,USA,Ireland,Acquisition,EUR,Yes,20.74211625982506
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,28.997234197443813
Switzerland,Brazil,Singapore,Investment,CHF,No,49.50315564175937
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.180047937594303
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.439494300041288
Switzerland,Brazil,Singapore,Investment,CHF,No,50.187858558669106
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.81704966363122
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.356135838898254
USA,South Africa,Ireland,Dividend,USD,Yes,28.818282416448422
UK,India,Singapore,Investment,GBP,Yes,34.98923183612442
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.12635276333093
UK,China,Singapore,Acquisition,GBP,Yes,15.782109604695428
UK,China,Singapore,Acquisition,GBP,Yes,15.16937136257362
Japan,India,Singapore,Royalty,JPY,No,49.888083297797245
USA,South Africa,Ireland,Dividend,USD,Yes,29.909072874227736
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.27851200250911
USA,UK,Ireland,Acquisition,USD,Yes,10.793465995237414
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.06694295119006
Japan,India,Singapore,Royalty,JPY,No,50.84764977159713
Switzerland,Brazil,Singapore,Investment,CHF,No,49.423622387935445
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.054626434535756
USA,UK,Ireland,Acquisition,USD,Yes,10.248559090197675
Japan,India,Singapore,Royalty,JPY,No,49.42171245725599
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.96044752011538
Japan,India,Singapore,Royalty,JPY,No,48.965792384945345
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.207091487541074
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,58.31390416758985
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.275860616171016
USA,South Africa,Ireland,Dividend,USD,Yes,31.77238693592012
USA,UK,Ireland,Acquisition,USD,Yes,11.692502760260123
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.137567544880664
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.498357820784197
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.42218788156668
France,South Africa,Mauritius,Royalty,EUR,No,53.791762649537425
Germany,China,Hong Kong,Royalty,EUR,No,53.76566631025734
Germany,China,Hong Kong,Royalty,EUR,No,55.726467057566495
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.992518601764463
Switzerland,Brazil,Singapore,Investment,CHF,No,49.41634947280518
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,23.898906608758395
Canada,Mexico,Cayman Islands,Investment,CAD,No,69.76245532223038
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.990057705626917
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,68.44526789484989
Canada,China,Hong Kong,Acquisition,CAD,No,65.16909714057054
UK,India,Singapore,Investment,GBP,Yes,34.68587422848512
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.77975371548747
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
France,South Africa,Mauritius,Royalty,EUR,No,54.563037185929964
USA,South Africa,Ireland,Dividend,USD,Yes,30.24730313774021
Germany,China,Hong Kong,Royalty,EUR,No,55.89689942912191
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.943627015822685
France,South Africa,Mauritius,Royalty,EUR,No,55.37672744387419
UK,India,Singapore,Investment,GBP,Yes,34.841644874767695
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.82115857069981
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.24009973738915
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.820496382579453
USA,South Africa,Ireland,Dividend,USD,Yes,29.459521704292403
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.586264419015738
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
Japan,India,Singapore,Royalty,JPY,No,48.968803729758406
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.836055662563645
UK,India,Singapore,Investment,GBP,Yes,35.033507685184965
Canada,Mexico,Cayman Islands,Investment,CAD,No,68.72171443819957
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.62533513840251
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.46122657847956
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.182173520681875
Germany,China,Hong Kong,Royalty,EUR,No,54.92243072265534
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.133503972047034
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.53043604094991
Switzerland,Brazil,Singapore,Investment,CHF,No,50.07386123165457
Switzerland,Brazil,Singapore,Investment,CHF,No,51.30811341967044
USA,UK,Ireland,Acquisition,USD,Yes,10.0
USA,India,Netherlands;Singapore,Investment,USD,Yes,24.295930664294506
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,14.631107074780083
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.08077331043184
USA,India,Netherlands;Singapore,Investment,USD,Yes,23.601872356636186
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.037883409013464
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,61.55698346120537
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.336400076696396
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.167895094704125
Switzerland,Brazil,Singapore,Investment,CHF,No,51.059358505342786
Japan,India,Singapore,Royalty,JPY,No,50.30792136638609
Germany,China,Hong Kong,Royalty,EUR,No,55.45085014186865
Japan,India,Singapore,Royalty,JPY,No,50.80823173331608
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,32.03663530205215
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.07441048299334
France,South Africa,Mauritius,Royalty,EUR,No,55.3912277700273
UK,China,Singapore,Acquisition,GBP,Yes,16.07223476902882
Canada,China,Hong Kong,Acquisition,CAD,No,66.43600776150019
UK,India,Singapore,Investment,GBP,Yes,35.66642219395063
UK,China,Singapore,Acquisition,GBP,Yes,13.945808316294645
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,57.7911701447433
USA,India,Netherlands;Singapore,Investment,USD,Yes,25.690491406289745
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.5383980672225
UK,India,Singapore,Investment,GBP,Yes,34.68234336629759
France,South Africa,Mauritius,Royalty,EUR,No,52.706196413085316
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.98452172041544
USA,South Africa,Ireland,Dividend,USD,Yes,30.604544802542428
Japan,India,Singapore,Royalty,JPY,No,49.21998692087394
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,40.232440804797655
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.364071583176795
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,70.0
UK,China,Singapore,Acquisition,GBP,Yes,15.808658575973476
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,29.71743621882127
Switzerland,Brazil,Singapore,Investment,CHF,No,49.28464344756108
USA,South Africa,Ireland,Dividend,USD,Yes,29.628077134021915
Netherlands,India,Mauritius,Royalty,EUR,Yes,18.28604178997618
Switzerland,Brazil,Singapore,Investment,CHF,No,49.078112968056594
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,25.898115181073766
USA,South Africa,Ireland,Dividend,USD,Yes,31.034736635607107
UK,India,Singapore,Investment,GBP,Yes,34.70498204140221
Germany,Brazil,Luxembourg,Dividend,EUR,Yes,31.915567330542853
France,South Africa,Mauritius,Royalty,EUR,No,53.98281724006882
France,Brazil,Luxembourg;Cayman Islands,Dividend,EUR,No,60.757401850174695
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,15.697004382245579
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.75598771479915
USA,South Africa,Ireland,Dividend,USD,Yes,30.925074666235865
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.082390399071127
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,26.094838975044613
UK,India,Singapore,Investment,GBP,Yes,34.0392876625233
Switzerland,Brazil,Singapore,Investment,CHF,No,50.15073240490744
USA,South Africa,Ireland,Dividend,USD,Yes,29.61054308616101
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.696391522343266
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.164121251253185
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.76660445192378
Japan,USA,Ireland,Intercompany Loan,JPY,Yes,24.27941923110652
Germany,China,Hong Kong,Royalty,EUR,No,54.48877952761898
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,41.66685430574673
Switzerland,Brazil,Singapore,Investment,CHF,No,49.8150928674707
Switzerland,Brazil,Singapore,Investment,CHF,No,48.7545401026072
UK,China,Singapore,Acquisition,GBP,Yes,13.724304539396494
Switzerland,India,Singapore;Hong Kong,Intercompany Loan,CHF,Yes,39.38705041293165
France,USA,Ireland,Acquisition,EUR,Yes,19.6440481788665
USA,South Africa,Ireland,Dividend,USD,Yes,30.025347471142485
UK,China,Singapore,Acquisition,GBP,Yes,14.649541495134743
Germany,India,Luxembourg;Hong Kong,Intercompany Loan,EUR,No,69.82095826522267
Netherlands,South Africa,Mauritius,Dividend,EUR,Yes,16.549592246926718
UK,China,Hong Kong,Intercompany Loan,GBP,No,64.7356179510505
Canada,Mexico,Cayman Islands,Investment,CAD,No,70.0
USA,South Africa,Ireland,Dividend,USD,Yes,30.688797788378437
Switzerland,Brazil,Singapore,Investment,CHF,No,50.754172781846314
UK,India,Singapore,Investment,GBP,Yes,35.10009168212283
Japan,India,Singapore,Royalty,JPY,No,49.73969491366908
France,USA,Ireland,Acquisition,EUR,Yes,18.710926436571683
Canada,China,Hong Kong,Acquisition,CAD,No,63.62118266184459
France,South Africa,Mauritius,Royalty,EUR,No,55.431506474451105
Netherlands,India,Mauritius,Royalty,EUR,Yes,19.545543052193487
Netherlands,India,Mauritius,Royalty,EUR,Yes,20.697132607388205
